row_id,order_id,product_id,sales,quantity,discount,profit
2766,OR-301110,PR-201880,3338.33,5,0.1,771.59
2767,OR-301111,PR-201897,2137.55,5,0.0,206.21
2768,OR-301111,PR-201183,285.17,3,0.05,53.59
2769,OR-301112,PR-200000,217.32,2,0.25,24.81
2770,OR-301112,PR-200692,217.25,4,0.2,20.27
2771,OR-301113,PR-201082,4126.14,6,0.1,686.34
2772,OR-301114,PR-200802,1766.07,3,0.0,220.68
2773,OR-301114,PR-200697,3215.5,5,0.0,595.5
2774,OR-301114,PR-200882,3298.48,6,0.1,846.44
2775,OR-301114,PR-200899,2231.6,6,0.25,445.04
2776,OR-301115,PR-200363,3097.68,6,0.2,424.54
2777,OR-301115,PR-200175,2596.09,5,0.25,777.23
2778,OR-301115,PR-201332,337.51,3,0.2,125.34
2779,OR-301116,PR-200582,574.37,1,0.05,195.85
2780,OR-301117,PR-200582,643.28,2,0.05,52.64
2781,OR-301118,PR-200922,2033.96,3,0.05,196.33
2782,OR-301119,PR-201266,1672.36,5,0.2,343.04
2783,OR-301119,PR-200745,1241.9,5,0.0,373.97
2784,OR-301119,PR-200300,516.77,4,0.2,61.95
2785,OR-301119,PR-201355,1121.37,4,0.25,207.03
2786,OR-301120,PR-201421,2525.69,6,0.1,356.74
2787,OR-301120,PR-200306,469.08,6,0.25,41.34
2788,OR-301120,PR-200194,131.75,1,0.2,23.81
2789,OR-301121,PR-201697,2933.08,5,0.05,506.67
2790,OR-301121,PR-201112,2244.78,3,0.0,702.0
2791,OR-301121,PR-200302,3797.5,6,0.1,783.24
2792,OR-301121,PR-201930,1556.56,4,0.0,438.19
2793,OR-301122,PR-201919,335.42,3,0.2,72.33
2794,OR-301122,PR-201638,555.59,1,0.15,112.87
2795,OR-301123,PR-201310,3719.38,6,0.15,1140.6
2796,OR-301123,PR-201863,807.58,4,0.2,245.71
2797,OR-301123,PR-201834,1509.09,4,0.05,156.96
2798,OR-301123,PR-200919,1513.94,6,0.1,529.44
2799,OR-301124,PR-201807,2057.28,3,0.0,617.46
2800,OR-301125,PR-201647,542.56,2,0.05,118.45
2801,OR-301125,PR-200592,268.45,1,0.25,106.42
2802,OR-301125,PR-201213,1013.35,6,0.05,238.47
2803,OR-301125,PR-201728,1817.04,4,0.25,560.12
2804,OR-301126,PR-201137,461.62,6,0.2,61.93
2805,OR-301126,PR-201900,1987.3,5,0.15,571.14
2806,OR-301127,PR-201056,292.73,1,0.25,109.47
2807,OR-301127,PR-200561,999.04,2,0.05,192.55
2808,OR-301127,PR-201872,2363.68,4,0.05,248.9
2809,OR-301127,PR-201257,1440.48,5,0.05,147.86
2810,OR-301128,PR-201332,477.4,2,0.1,146.22
2811,OR-301129,PR-201750,89.71,6,0.15,17.94
2812,OR-301129,PR-201481,2015.95,5,0.1,526.63
2813,OR-301129,PR-201348,2096.95,5,0.15,300.5
2814,OR-301129,PR-200709,1059.58,4,0.15,323.59
2815,OR-301130,PR-201119,521.86,1,0.2,101.6
2816,OR-301130,PR-201251,1009.51,3,0.25,196.73
2817,OR-301131,PR-200206,1247.26,2,0.05,382.35
2818,OR-301131,PR-201520,1338.34,3,0.1,233.04
2819,OR-301131,PR-201191,535.23,4,0.25,103.52
2820,OR-301132,PR-200632,282.69,3,0.05,111.02
2821,OR-301132,PR-201652,702.22,4,0.1,221.15
2822,OR-301132,PR-200020,1596.16,3,0.1,160.83
2823,OR-301132,PR-200486,2690.7,4,0.05,336.37
2824,OR-301133,PR-201778,754.81,1,0.05,273.79
2825,OR-301133,PR-201691,676.8,6,0.25,232.94
2826,OR-301133,PR-200229,714.03,2,0.15,71.55
2827,OR-301133,PR-201622,2458.39,5,0.25,767.4
2828,OR-301134,PR-201519,3690.95,6,0.1,1331.49
2829,OR-301134,PR-201954,66.91,1,0.05,14.8
2830,OR-301134,PR-200649,1475.34,5,0.15,538.75
2831,OR-301134,PR-200445,67.06,1,0.2,23.42
2832,OR-301135,PR-200331,97.34,2,0.15,30.59
2833,OR-301135,PR-200684,2672.14,5,0.25,923.94
2834,OR-301135,PR-200054,1046.43,2,0.2,115.7
2835,OR-301135,PR-201640,175.19,1,0.15,30.71
2836,OR-301136,PR-200264,367.32,1,0.1,38.3
2837,OR-301137,PR-200093,716.5,2,0.15,71.69
2838,OR-301137,PR-201299,1633.74,5,0.15,466.09
2839,OR-301137,PR-201295,318.44,2,0.0,54.17
2840,OR-301137,PR-201242,1952.1,5,0.0,287.11
2841,OR-301138,PR-201360,647.43,4,0.25,94.25
2842,OR-301138,PR-200625,164.92,2,0.15,32.26
2843,OR-301138,PR-201783,582.08,1,0.1,203.67
2844,OR-301139,PR-200408,179.11,1,0.1,33.47
2845,OR-301140,PR-201556,1049.64,2,0.05,312.04
2846,OR-301140,PR-201222,781.34,3,0.25,178.58
2847,OR-301140,PR-201345,398.96,1,0.0,122.66
2848,OR-301140,PR-201639,2858.44,5,0.2,1089.36
2849,OR-301141,PR-200867,2132.68,4,0.1,760.78
2850,OR-301141,PR-200445,1470.38,5,0.25,153.6
2851,OR-301141,PR-201617,982.16,2,0.0,246.1
2852,OR-301141,PR-201175,746.34,2,0.25,211.57
2853,OR-301142,PR-200079,716.59,3,0.2,115.32
2854,OR-301142,PR-200699,1960.85,6,0.2,664.17
2855,OR-301143,PR-200232,1691.55,5,0.25,151.9
2856,OR-301143,PR-201969,2389.5,5,0.1,747.75
2857,OR-301143,PR-200082,1013.42,2,0.0,193.87
2858,OR-301144,PR-201857,392.96,5,0.2,111.61
2859,OR-301144,PR-200488,1836.37,6,0.05,166.28
2860,OR-301145,PR-201195,550.1,2,0.25,143.21
2861,OR-301145,PR-200515,717.61,1,0.05,176.03
2862,OR-301146,PR-201513,3085.48,4,0.0,1004.86
2863,OR-301147,PR-200112,3876.28,6,0.1,1156.61
2864,OR-301147,PR-200713,1591.5,6,0.05,470.46
2865,OR-301148,PR-201554,2141.03,5,0.25,454.36
2866,OR-301148,PR-200958,3718.22,6,0.2,937.64
2867,OR-301148,PR-201643,3528.3,5,0.05,1009.76
2868,OR-301148,PR-201838,727.86,6,0.0,235.78
2869,OR-301149,PR-201895,76.82,3,0.2,13.77
2870,OR-301150,PR-200824,499.63,1,0.1,146.88
2871,OR-301150,PR-201100,147.2,6,0.1,16.24
2872,OR-301150,PR-201818,686.48,1,0.1,176.17
2873,OR-301151,PR-201947,336.37,3,0.15,40.48
2874,OR-301151,PR-200598,1687.13,3,0.15,166.98
2875,OR-301151,PR-200529,1894.06,5,0.15,201.32
2876,OR-301152,PR-201594,186.47,1,0.05,34.39
2877,OR-301152,PR-201590,419.22,1,0.25,72.95
2878,OR-301152,PR-201609,359.96,1,0.05,64.27
2879,OR-301152,PR-200770,1666.42,6,0.2,435.29
2880,OR-301153,PR-201545,1033.36,2,0.0,168.9
2881,OR-301154,PR-201278,2818.04,5,0.2,1067.25
2882,OR-301154,PR-201174,351.97,2,0.2,46.27
2883,OR-301154,PR-200956,189.42,1,0.2,22.5
2884,OR-301154,PR-201902,992.64,6,0.0,241.94
2885,OR-301155,PR-201667,1662.82,3,0.25,334.67
2886,OR-301156,PR-200949,1228.64,3,0.15,120.65
2887,OR-301156,PR-200503,522.75,3,0.15,87.12
2888,OR-301157,PR-200606,583.81,1,0.25,108.47
2889,OR-301157,PR-200778,393.64,2,0.25,116.11
2890,OR-301157,PR-200420,65.11,1,0.1,10.58
2891,OR-301157,PR-201304,104.13,1,0.0,29.66
2892,OR-301158,PR-200507,1586.78,6,0.2,230.48
2893,OR-301159,PR-200154,1469.4,6,0.05,421.65
2894,OR-301159,PR-200868,2007.84,4,0.05,641.39
2895,OR-301160,PR-200647,371.08,4,0.15,42.59
2896,OR-301160,PR-201403,1294.66,3,0.2,340.08
2897,OR-301161,PR-201622,442.48,6,0.1,155.9
2898,OR-301161,PR-200674,484.87,3,0.1,121.85
2899,OR-301161,PR-200315,1293.06,4,0.25,368.74
2900,OR-301161,PR-200755,390.67,1,0.1,137.71
2901,OR-301162,PR-200273,517.79,2,0.1,139.71
2902,OR-301162,PR-201690,936.61,3,0.25,136.75
2903,OR-301163,PR-200688,630.66,1,0.15,114.26
2904,OR-301164,PR-200738,1711.42,3,0.1,636.41
2905,OR-301164,PR-200733,352.78,2,0.25,81.66
2906,OR-301165,PR-201158,712.54,4,0.2,112.93
2907,OR-301165,PR-200626,946.44,4,0.0,90.5
2908,OR-301165,PR-200017,1475.58,4,0.2,554.31
2909,OR-301166,PR-201966,2927.88,6,0.1,989.6
2910,OR-301166,PR-201643,648.03,2,0.2,99.1
2911,OR-301167,PR-200042,470.15,5,0.0,40.94
2912,OR-301167,PR-201733,97.24,3,0.05,34.53
2913,OR-301167,PR-200518,1413.46,3,0.2,309.86
2914,OR-301167,PR-200189,199.84,4,0.2,70.63
2915,OR-301168,PR-200063,1555.43,4,0.15,598.38
2916,OR-301168,PR-200738,4508.34,6,0.0,1380.15
2917,OR-301168,PR-200607,191.47,2,0.15,62.73
2918,OR-301168,PR-200445,460.22,2,0.25,158.35
2919,OR-301169,PR-201920,601.66,2,0.2,116.96
2920,OR-301169,PR-201404,595.83,2,0.15,160.45
2921,OR-301169,PR-200541,1530.45,5,0.1,287.05
2922,OR-301170,PR-201501,3337.06,5,0.05,746.03
2923,OR-301170,PR-200395,453.24,6,0.25,163.03
2924,OR-301170,PR-201394,3947.76,6,0.05,870.97
2925,OR-301170,PR-200218,923.59,5,0.05,349.27
2926,OR-301171,PR-200807,3736.62,6,0.15,762.23
2927,OR-301171,PR-200945,2648.63,4,0.1,814.08
2928,OR-301172,PR-200688,1816.62,6,0.0,240.3
2929,OR-301172,PR-200773,822.28,2,0.0,319.66
2930,OR-301172,PR-200717,563.33,1,0.25,201.8
2931,OR-301172,PR-200268,2750.2,5,0.05,253.34
2932,OR-301173,PR-200347,3715.35,5,0.05,823.15
2933,OR-301173,PR-201907,1439.78,4,0.1,199.29
2934,OR-301173,PR-201279,476.82,2,0.1,71.26
2935,OR-301174,PR-201065,738.31,2,0.25,195.73
2936,OR-301174,PR-200163,326.88,3,0.0,40.58
2937,OR-301174,PR-200002,1372.56,4,0.05,139.55
2938,OR-301174,PR-200396,2281.1,6,0.25,563.47
2939,OR-301175,PR-201791,246.96,4,0.1,57.41
2940,OR-301175,PR-200228,294.54,1,0.0,76.37
2941,OR-301176,PR-200062,3514.16,6,0.1,339.32
2942,OR-301176,PR-201275,1148.21,2,0.15,256.94
2943,OR-301177,PR-201820,1696.39,3,0.25,304.72
2944,OR-301177,PR-200696,680.74,1,0.05,203.54
2945,OR-301178,PR-200843,2886.0,5,0.0,791.91
2946,OR-301178,PR-200966,241.06,2,0.2,69.83
2947,OR-301179,PR-201069,3053.43,5,0.1,583.49
2948,OR-301180,PR-200269,323.32,2,0.1,109.74
2949,OR-301181,PR-200235,954.27,4,0.2,85.37
2950,OR-301181,PR-200342,41.28,2,0.2,10.25
2951,OR-301181,PR-200116,2217.66,4,0.2,378.25
2952,OR-301182,PR-201955,1336.94,6,0.05,506.01
2953,OR-301182,PR-200096,1337.25,4,0.2,288.07
2954,OR-301183,PR-200697,2639.1,6,0.0,707.45
2955,OR-301183,PR-201177,253.37,1,0.0,44.32
2956,OR-301183,PR-201697,581.93,4,0.05,119.33
2957,OR-301184,PR-200912,735.91,2,0.1,83.45
2958,OR-301184,PR-201866,180.83,1,0.25,22.24
2959,OR-301185,PR-201870,412.76,1,0.25,67.26
2960,OR-301185,PR-200821,167.03,2,0.15,27.3
2961,OR-301185,PR-200396,1395.79,3,0.05,495.03
2962,OR-301186,PR-200525,271.25,1,0.25,70.29
2963,OR-301186,PR-201796,1652.54,6,0.2,521.29
2964,OR-301186,PR-201771,3889.19,6,0.1,974.35
2965,OR-301186,PR-200914,1506.51,3,0.0,146.84
2966,OR-301187,PR-200593,328.51,1,0.2,51.11
2967,OR-301187,PR-201185,1574.32,4,0.1,235.08
2968,OR-301187,PR-200968,68.31,1,0.05,11.56
2969,OR-301187,PR-200435,318.11,1,0.1,61.73
2970,OR-301188,PR-201917,1598.65,4,0.1,353.18
2971,OR-301188,PR-200599,314.99,1,0.2,45.45
2972,OR-301189,PR-200806,659.05,5,0.15,242.52
2973,OR-301189,PR-201848,622.8,5,0.0,215.97
2974,OR-301189,PR-201584,809.34,2,0.25,105.94
2975,OR-301190,PR-200288,817.71,3,0.15,324.53
2976,OR-301191,PR-200055,2667.47,5,0.15,776.54
2977,OR-301192,PR-200479,1080.97,2,0.05,204.23
2978,OR-301192,PR-200795,97.54,4,0.2,24.65
2979,OR-301192,PR-201482,632.02,1,0.1,236.0
2980,OR-301193,PR-200063,1301.35,2,0.1,134.58
2981,OR-301193,PR-201864,1122.2,2,0.15,211.29
2982,OR-301194,PR-201499,842.14,5,0.25,229.62
2983,OR-301194,PR-201759,2361.67,4,0.15,805.89
2984,OR-301194,PR-200056,2437.14,6,0.0,527.35
2985,OR-301194,PR-200050,777.92,4,0.15,86.96
2986,OR-301195,PR-200104,1771.83,3,0.0,555.4
2987,OR-301196,PR-200793,1344.67,5,0.25,420.92
2988,OR-301196,PR-201691,606.33,4,0.25,137.45
2989,OR-301197,PR-201638,1504.06,3,0.25,276.76
2990,OR-301197,PR-201991,1706.38,3,0.15,370.81
2991,OR-301197,PR-201072,388.83,2,0.2,121.24
2992,OR-301197,PR-200629,195.61,1,0.15,47.32
2993,OR-301198,PR-200354,639.65,4,0.1,191.6
2994,OR-301198,PR-200352,486.3,1,0.05,70.8
2995,OR-301198,PR-200448,2790.28,5,0.2,1024.19
2996,OR-301198,PR-201673,178.08,2,0.2,59.01
2997,OR-301199,PR-201763,1069.06,2,0.0,184.55
2998,OR-301199,PR-200559,980.91,5,0.1,210.28
2999,OR-301200,PR-201503,1785.58,4,0.15,366.02
3000,OR-301201,PR-201826,247.85,1,0.25,44.42
3001,OR-301202,PR-201909,1475.75,3,0.25,322.55
3002,OR-301202,PR-200820,1000.42,3,0.15,95.04
3003,OR-301202,PR-200722,32.41,2,0.25,10.24
3004,OR-301202,PR-200700,635.72,6,0.15,114.09
3005,OR-301203,PR-200127,1115.95,3,0.2,274.76
3006,OR-301203,PR-201083,769.17,2,0.2,181.56
3007,OR-301203,PR-200294,894.21,4,0.25,150.48
3008,OR-301204,PR-201417,272.09,1,0.2,36.58
3009,OR-301204,PR-201693,1432.2,5,0.25,220.98
3010,OR-301204,PR-201077,2272.75,4,0.1,207.06
3011,OR-301205,PR-201763,694.8,4,0.0,110.22
3012,OR-301205,PR-201638,216.7,1,0.0,30.79
3013,OR-301205,PR-201114,787.63,6,0.2,269.88
3014,OR-301205,PR-200489,1318.66,2,0.0,151.27
3015,OR-301206,PR-200724,1104.0,3,0.1,209.54
3016,OR-301206,PR-201020,689.96,3,0.25,119.13
3017,OR-301206,PR-200314,1454.71,5,0.1,151.21
3018,OR-301206,PR-200394,1773.94,4,0.1,338.58
3019,OR-301207,PR-201919,2453.6,4,0.2,353.1
3020,OR-301208,PR-200672,1977.7,3,0.15,736.57
3021,OR-301208,PR-200884,1008.48,2,0.05,341.39
3022,OR-301209,PR-200139,2005.87,4,0.05,370.38
3023,OR-301209,PR-201397,2173.83,4,0.25,259.24
3024,OR-301209,PR-201258,2836.68,6,0.0,930.35
3025,OR-301210,PR-201298,1312.56,4,0.05,353.62
3026,OR-301210,PR-200805,4048.11,6,0.1,501.82
3027,OR-301210,PR-201075,1712.73,3,0.15,666.51
3028,OR-301211,PR-200185,100.24,1,0.15,34.1
3029,OR-301212,PR-201713,121.86,1,0.25,27.46
3030,OR-301212,PR-200206,202.5,2,0.1,57.47
3031,OR-301213,PR-201497,538.7,4,0.1,183.68
3032,OR-301213,PR-201480,975.84,3,0.05,125.07
3033,OR-301213,PR-200192,949.35,4,0.15,141.89
3034,OR-301214,PR-201068,361.56,2,0.25,44.14
3035,OR-301215,PR-200029,97.1,2,0.15,17.52
3036,OR-301215,PR-201934,2740.59,5,0.1,276.73
3037,OR-301215,PR-200560,113.6,2,0.1,28.33
3038,OR-301216,PR-200755,458.68,1,0.25,124.8
3039,OR-301216,PR-201510,1206.72,2,0.2,117.43
3040,OR-301216,PR-201196,3614.88,6,0.2,992.62
3041,OR-301217,PR-200008,2118.63,3,0.05,227.82
3042,OR-301217,PR-201858,103.87,5,0.15,11.51
3043,OR-301217,PR-201141,359.91,2,0.1,109.71
3044,OR-301218,PR-201289,959.72,6,0.15,185.68
3045,OR-301218,PR-200526,1112.82,4,0.15,134.35
3046,OR-301218,PR-200731,2730.28,4,0.1,498.43
3047,OR-301218,PR-201141,241.16,1,0.0,33.16
3048,OR-301219,PR-201825,1190.96,6,0.05,399.64
3049,OR-301219,PR-201181,3350.02,6,0.2,553.43
3050,OR-301219,PR-200947,313.73,6,0.05,121.65
3051,OR-301220,PR-201811,1900.81,3,0.05,539.28
3052,OR-301220,PR-201166,304.11,1,0.15,84.54
3053,OR-301221,PR-201663,1468.43,4,0.05,448.68
3054,OR-301221,PR-201704,331.79,5,0.05,90.57
3055,OR-301221,PR-201236,188.52,1,0.0,56.63
3056,OR-301222,PR-201161,3419.28,6,0.1,779.0
3057,OR-301222,PR-201884,721.91,1,0.05,77.22
3058,OR-301223,PR-200068,1450.8,6,0.25,451.09
3059,OR-301223,PR-200666,423.7,5,0.0,131.13
3060,OR-301224,PR-200803,691.78,3,0.05,237.69
3061,OR-301224,PR-201533,2760.67,5,0.15,740.51
3062,OR-301225,PR-200949,677.99,6,0.15,140.58
3063,OR-301226,PR-201041,544.03,1,0.2,200.63
3064,OR-301226,PR-201884,2658.85,4,0.1,781.62
3065,OR-301226,PR-200217,462.88,1,0.05,64.93
3066,OR-301226,PR-201537,558.51,3,0.0,52.47
3067,OR-301227,PR-201298,425.33,2,0.25,151.14
3068,OR-301227,PR-201321,2687.33,4,0.1,458.94
3069,OR-301228,PR-201132,1313.86,6,0.15,380.17
3070,OR-301228,PR-200494,587.16,3,0.15,166.8
3071,OR-301229,PR-200724,2854.49,6,0.25,605.71
3072,OR-301229,PR-201769,1193.8,5,0.0,223.17
3073,OR-301229,PR-201533,2130.66,4,0.1,253.01
3074,OR-301229,PR-200640,700.6,4,0.0,239.35
3075,OR-301230,PR-201165,1433.16,6,0.25,489.34
3076,OR-301230,PR-200739,1426.21,5,0.15,119.85
3077,OR-301230,PR-201608,4208.99,6,0.05,1286.72
3078,OR-301230,PR-200916,1493.97,6,0.05,391.72
3079,OR-301231,PR-200180,434.81,1,0.05,169.86
3080,OR-301231,PR-200261,236.74,3,0.1,44.58
3081,OR-301232,PR-201313,332.23,2,0.15,70.51
3082,OR-301232,PR-200559,202.74,1,0.15,36.13
3083,OR-301232,PR-200117,851.33,2,0.15,80.7
3084,OR-301232,PR-200158,1206.9,2,0.05,165.66
3085,OR-301233,PR-200740,3290.81,6,0.1,1203.11
3086,OR-301233,PR-201374,932.52,2,0.05,255.84
3087,OR-301234,PR-201838,904.48,2,0.0,205.75
3088,OR-301234,PR-200885,2507.66,6,0.2,850.59
3089,OR-301234,PR-200405,230.92,5,0.2,53.04
3090,OR-301234,PR-201912,798.75,2,0.25,139.06
3091,OR-301235,PR-201947,1483.34,4,0.1,262.7
3092,OR-301236,PR-200883,2962.66,6,0.25,1154.49
3093,OR-301236,PR-201297,459.33,3,0.15,111.06
3094,OR-301237,PR-200686,588.38,5,0.25,127.5
3095,OR-301237,PR-201169,2166.85,4,0.15,437.06
3096,OR-301237,PR-201537,342.78,2,0.05,63.33
3097,OR-301238,PR-201887,2634.92,5,0.2,810.8
3098,OR-301238,PR-200969,527.59,1,0.1,121.14
3099,OR-301238,PR-200394,2963.25,6,0.1,842.07
3100,OR-301238,PR-201792,1366.84,4,0.0,129.46
3101,OR-301239,PR-201119,627.64,1,0.2,129.72
3102,OR-301240,PR-200556,1320.84,3,0.1,481.63
3103,OR-301240,PR-201544,823.41,2,0.25,243.95
3104,OR-301241,PR-200854,175.68,1,0.1,29.41
3105,OR-301241,PR-201740,3706.85,5,0.05,1121.43
3106,OR-301241,PR-200481,353.92,1,0.2,31.45
3107,OR-301242,PR-201199,484.9,1,0.25,167.98
3108,OR-301242,PR-201880,684.69,2,0.15,186.78
3109,OR-301242,PR-201607,817.34,2,0.2,209.51
3110,OR-301242,PR-200004,592.88,1,0.05,77.78
3111,OR-301243,PR-201026,469.8,3,0.0,131.87
3112,OR-301244,PR-200149,348.94,2,0.15,99.06
3113,OR-301244,PR-201404,986.27,2,0.1,321.29
3114,OR-301245,PR-200093,330.98,2,0.2,89.48
3115,OR-301245,PR-200873,648.12,4,0.0,89.79
3116,OR-301245,PR-200712,138.99,5,0.05,15.46
3117,OR-301245,PR-201583,1427.33,4,0.1,296.36
3118,OR-301246,PR-201343,1936.88,5,0.25,204.03
3119,OR-301247,PR-201681,1353.82,2,0.1,337.74
3120,OR-301247,PR-200526,1008.9,2,0.2,374.4
3121,OR-301248,PR-200583,2049.49,6,0.15,569.8
3122,OR-301248,PR-200232,3125.8,4,0.0,1148.2
3123,OR-301248,PR-201413,1757.36,5,0.05,412.0
3124,OR-301249,PR-200095,755.14,5,0.25,234.15
3125,OR-301250,PR-201714,249.34,2,0.15,73.09
3126,OR-301250,PR-200025,247.29,1,0.2,88.66
3127,OR-301251,PR-200284,3201.01,6,0.1,447.53
3128,OR-301251,PR-200923,534.81,4,0.05,154.97
3129,OR-301252,PR-200202,1374.66,4,0.1,429.13
3130,OR-301253,PR-201823,1611.48,4,0.0,181.27
3131,OR-301253,PR-201551,263.76,1,0.2,30.45
3132,OR-301254,PR-201951,92.43,5,0.1,10.23
3133,OR-301254,PR-200386,1469.84,5,0.1,472.24
3134,OR-301255,PR-200350,447.85,1,0.1,47.82
3135,OR-301255,PR-201404,536.52,3,0.0,91.49
3136,OR-301256,PR-201245,1177.95,5,0.0,117.1
3137,OR-301257,PR-200005,984.01,5,0.1,130.3
3138,OR-301257,PR-200596,2530.72,4,0.15,252.9
3139,OR-301257,PR-201600,1396.72,4,0.15,313.8
3140,OR-301258,PR-200048,1986.44,6,0.1,578.37
3141,OR-301258,PR-201701,225.36,1,0.2,34.78
3142,OR-301259,PR-200904,594.93,2,0.2,234.53
3143,OR-301259,PR-200496,700.93,6,0.05,182.74
3144,OR-301260,PR-200221,604.85,1,0.0,208.34
3145,OR-301260,PR-200523,332.81,1,0.05,117.13
3146,OR-301260,PR-201093,57.84,1,0.2,15.67
3147,OR-301261,PR-200821,147.17,3,0.25,33.86
3148,OR-301262,PR-201472,282.6,1,0.25,58.14
3149,OR-301263,PR-201868,2145.01,5,0.05,604.55
3150,OR-301263,PR-200183,1290.55,2,0.1,445.79
3151,OR-301263,PR-200917,3199.74,6,0.0,571.25
3152,OR-301263,PR-200609,2624.47,5,0.05,665.49
3153,OR-301264,PR-200204,1780.49,3,0.1,540.53
3154,OR-301265,PR-201847,426.43,1,0.1,51.75
3155,OR-301265,PR-201156,2376.68,4,0.0,558.19
3156,OR-301265,PR-201163,1079.96,2,0.15,232.29
3157,OR-301265,PR-200678,634.62,1,0.15,227.45
3158,OR-301266,PR-201136,191.24,1,0.1,73.88
3159,OR-301266,PR-200625,1562.83,4,0.05,345.29
3160,OR-301267,PR-200121,2756.85,5,0.25,739.33
3161,OR-301267,PR-201412,692.34,2,0.2,180.35
3162,OR-301268,PR-200939,952.34,2,0.05,141.7
3163,OR-301268,PR-201484,1271.16,3,0.25,356.74
3164,OR-301269,PR-201363,538.98,4,0.2,181.08
3165,OR-301269,PR-200631,862.74,4,0.1,142.61
3166,OR-301269,PR-201387,672.13,4,0.2,103.78
3167,OR-301269,PR-201480,2303.68,4,0.1,280.77
3168,OR-301270,PR-200829,1205.34,2,0.05,278.99
3169,OR-301270,PR-200682,1200.4,2,0.1,439.81
3170,OR-301270,PR-201923,2040.6,4,0.0,719.66
3171,OR-301270,PR-200841,603.47,4,0.1,198.82
3172,OR-301271,PR-200766,2003.15,4,0.1,725.77
3173,OR-301272,PR-200821,1028.43,2,0.2,265.45
3174,OR-301272,PR-200372,285.67,2,0.15,25.79
3175,OR-301273,PR-201515,4306.29,6,0.05,717.8
3176,OR-301274,PR-200956,535.51,3,0.2,88.25
3177,OR-301275,PR-201567,408.75,1,0.2,126.69
3178,OR-301275,PR-200367,3152.31,6,0.15,491.9
3179,OR-301276,PR-200251,779.93,4,0.15,222.54
3180,OR-301277,PR-200364,1932.16,5,0.2,767.11
3181,OR-301277,PR-200355,1029.22,3,0.05,188.79
3182,OR-301277,PR-201334,2126.62,5,0.15,425.09
3183,OR-301278,PR-200125,1052.52,4,0.0,172.14
3184,OR-301279,PR-200983,578.55,5,0.25,212.48
3185,OR-301279,PR-200099,1840.61,3,0.2,248.27
3186,OR-301279,PR-200664,1015.86,6,0.0,89.63
3187,OR-301280,PR-200614,956.94,2,0.2,272.52
3188,OR-301280,PR-201691,2709.79,4,0.1,395.06
3189,OR-301280,PR-200097,382.0,6,0.1,107.8
3190,OR-301280,PR-200027,1035.78,4,0.25,278.53
3191,OR-301281,PR-201535,2341.79,4,0.2,264.11
3192,OR-301281,PR-201663,1284.4,2,0.0,316.01
3193,OR-301282,PR-200869,613.67,1,0.1,135.06
3194,OR-301283,PR-200652,117.75,1,0.05,12.49
3195,OR-301283,PR-200090,729.17,1,0.0,102.02
3196,OR-301284,PR-201308,196.76,2,0.05,19.52
3197,OR-301284,PR-200800,166.84,1,0.25,46.29
3198,OR-301285,PR-201266,1964.32,4,0.2,537.13
3199,OR-301285,PR-201303,1481.87,4,0.1,196.28
3200,OR-301285,PR-201907,470.84,1,0.1,50.44
3201,OR-301285,PR-201716,311.33,3,0.15,26.29
3202,OR-301286,PR-200505,3455.2,6,0.15,351.3
3203,OR-301286,PR-200724,1216.2,5,0.2,371.53
3204,OR-301287,PR-201428,620.4,4,0.15,189.06
3205,OR-301287,PR-201246,706.75,5,0.05,63.03
3206,OR-301287,PR-200643,1326.41,4,0.15,386.28
3207,OR-301287,PR-201230,2477.73,6,0.05,507.4
3208,OR-301288,PR-200082,1141.2,3,0.2,190.84
3209,OR-301289,PR-201673,878.35,2,0.05,166.11
3210,OR-301289,PR-201655,2270.61,4,0.05,567.28
3211,OR-301289,PR-201571,2046.6,5,0.2,578.11
3212,OR-301290,PR-200433,653.28,3,0.15,241.91
3213,OR-301290,PR-200804,654.12,1,0.1,229.26
3214,OR-301290,PR-201632,166.7,2,0.0,40.03
3215,OR-301290,PR-200265,549.78,4,0.05,110.78
3216,OR-301291,PR-201750,772.23,3,0.1,76.82
3217,OR-301291,PR-200714,2304.27,5,0.1,483.18
3218,OR-301292,PR-200963,1966.62,4,0.2,365.54
3219,OR-301292,PR-201685,1979.99,4,0.15,742.04
3220,OR-301293,PR-201792,1023.07,3,0.25,343.39
3221,OR-301293,PR-200722,4204.21,6,0.05,780.65
3222,OR-301293,PR-200349,1133.09,2,0.25,290.36
3223,OR-301293,PR-200594,1198.4,4,0.2,420.19
3224,OR-301294,PR-201582,1162.63,2,0.15,312.14
3225,OR-301294,PR-201299,804.18,2,0.2,240.78
3226,OR-301294,PR-201735,1034.7,4,0.05,151.99
3227,OR-301295,PR-200291,493.99,1,0.25,121.25
3228,OR-301296,PR-201147,1650.48,3,0.1,433.27
3229,OR-301297,PR-201155,1436.94,6,0.1,216.75
3230,OR-301297,PR-201422,1059.22,5,0.25,421.38
3231,OR-301297,PR-201383,2968.79,5,0.15,907.67
3232,OR-301297,PR-200683,846.26,2,0.15,86.74
3233,OR-301298,PR-200555,395.42,1,0.05,34.47
3234,OR-301299,PR-200141,1940.28,5,0.2,463.2
3235,OR-301300,PR-201847,2272.39,3,0.05,661.0
3236,OR-301300,PR-201416,236.2,5,0.0,72.7
3237,OR-301300,PR-201255,333.68,1,0.15,31.85
3238,OR-301300,PR-200502,1182.82,2,0.25,398.71
